2,801,289
3,032,575
2,941,229
3,249,176
3,106,487
4,939,348
3,292,011
2,995,631
3,169,671
3,916,158
3,926,445
3,146,880
3,009,563
2,907,734
3,262,098
3,038,077
4,338,107
4,028,854
3,163,196
4,010,230
16,793,015
3,998,020
3,135,384
3,759,096
3,928,190
3,555,651
2,870,025
3,654,794
4,193,864
3,922,447
3,504,099
3,741,687
3,436,609
3,296,967
4,327,157
3,677,352
4,296,118
4,475,769
3,333,525
3,622,341
3,633,522
3,044,445
4,065,039
3,824,816
2,861,903
3,392,262
3,647,889
4,182,368
3,190,897
3,090,477
3,396,217
4,171,756
3,187,053
3,102,026
3,803,330
2,877,052
4,082,998
4,987,595
3,165,070
3,602,672
2,736,833
2,749,783
4,525,956
2,485,453
2,665,908
2,602,815
3,934,501
2,721,742
2,574,316
2,651,054
2,652,560
2,450,871
2,684,136
2,453,983
2,600,735
2,763,169
2,944,811
2,556,348
2,902,908
6,365,783
12,722,197
10,240,703
2,354,507
2,258,915
2,992,928
2,248,104
3,285,315
3,516,300
2,971,077
3,608,749
2,938,578
2,358,475
2,778,872
3,083,950
3,309,600
3,151,558
2,846,428
3,130,382
3,192,861
2,918,371
3,256,221
2,502,554
2,338,551
2,983,553
3,731,182
2,862,749
2,472,910
2,728,974
2,697,048
2,290,742
2,487,115
2,564,778
2,566,967
3,000,686
2,827,880
2,737,859
2,553,540
2,565,334
2,609,613
2,086,691
3,018,562
2,590,249
2,409,539
2,755,611
2,508,905
3,178,454
2,487,259
2,350,220
2,477,059
3,197,543
3,094,502
2,608,978
2,420,331
3,235,927
3,527,572
3,168,881
2,974,155
2,671,705
2,742,592
2,327,946
9,929,272
12,057,681
4,900,610
2,514,216
2,750,757
3,384,307
3,043,644
3,143,714
3,644,305
2,804,379
2,986,696
3,518,084
2,714,583
2,983,598
2,909,874
2,157,051
2,711,066
2,561,152
2,421,910
2,353,092
2,543,986
2,511,354
2,987,589
3,035,800
3,134,367
3,280,860
3,437,944
2,505,664
2,798,057
2,665,808
2,813,177
2,986,694
3,050,361
2,655,759
2,644,591
2,453,460
3,487,261
2,609,314
2,601,624
3,051,903
2,745,781
2,567,662
2,646,262
2,335,713
3,268,044
2,515,564
3,580,355
2,671,141
2,961,641
2,795,105
3,130,657
2,424,354
3,507,315
3,089,957
3,116,405
2,558,047
2,584,516
2,232,443
2,418,193
4,767,322
13,382,495
9,456,096
2,902,786
2,508,586
2,285,075
2,626,977
3,335,318
3,349,350
3,139,431
2,863,000
2,967,237
2,339,674
3,670,509
3,774,524
3,130,481
3,601,605
3,353,783
2,743,889
2,721,212
2,312,718
2,498,898
3,313,845
3,329,577
3,009,394
2,728,375
2,294,889
2,540,089
2,112,530
2,474,846
2,117,519
2,553,417
2,374,606
2,209,815
2,132,531
2,354,849
2,400,751
1,843,689
2,600,206
3,383,468
2,544,402
2,254,099
2,319,203
2,330,048
2,203,690
2,053,179
